y,P
0.14214,0.97811
0.14615,0.97817
0.15015,0.97823
0.15415,0.97829
0.15816,0.97836
0.16216,0.97842
0.16617,0.97849
0.17017,0.97856
0.17417,0.97863
0.17818,0.9787
0.18218,0.97878
0.18619,0.97885
0.19019,0.97893
0.19419,0.97901
0.1982,0.97909
0.2022,0.97917
0.20621,0.97925
0.21021,0.97933
0.21421,0.97942
0.21822,0.9795
0.22222,0.97958
0.22623,0.97966
0.23023,0.97975
0.23423,0.97983
0.23824,0.97991
0.24224,0.98
0.24625,0.98008
0.25025,0.98016
0.25425,0.98025
0.25826,0.98033
0.26226,0.98042
0.26627,0.9805
0.27027,0.98059
0.27427,0.98067
0.27828,0.98076
0.28228,0.98085
0.28629,0.98094
0.29029,0.98102
0.29429,0.98111
0.2983,0.9812
0.3023,0.98129
0.30631,0.98138
0.31031,0.98146
0.31431,0.98155
0.31832,0.98164
0.32232,0.98173
0.32633,0.98182
0.33033,0.98191
0.33433,0.98199
0.33834,0.98209
0.34234,0.98218
0.34635,0.98227
0.35035,0.98236
0.35435,0.98246
0.35836,0.98256
0.36236,0.98265
0.36637,0.98275
0.37037,0.98285
0.37437,0.98295
0.37838,0.98305
0.38238,0.98315
0.38639,0.98324
0.39039,0.98334
0.39439,0.98344
0.3984,0.98355
0.4024,0.98365
0.40641,0.98376
0.41041,0.98387
0.41441,0.98398
0.41842,0.98409
0.42242,0.9842
0.42643,0.98431
0.43043,0.98441
0.43443,0.98452
0.43844,0.98463
0.44244,0.98474
0.44645,0.98485
0.45045,0.98496
0.45445,0.98507
0.45846,0.98517
0.46246,0.98528
0.46647,0.98539
0.47047,0.9855
0.47447,0.98561
0.47848,0.98571
0.48248,0.98582
0.48649,0.98592
0.49049,0.98603
0.49449,0.98614
0.4985,0.98625
0.5025,0.98636
0.50651,0.98647
0.51051,0.98658
0.51451,0.98669
0.51852,0.9868
0.52252,0.9869
0.52653,0.98701
0.53053,0.98711
0.53453,0.98722
0.53854,0.98732
0.54254,0.98743
0.54655,0.98753
0.55055,0.98764
0.55455,0.98774
0.55856,0.98785
0.56256,0.98795
0.56657,0.98806
0.57057,0.98816
0.57457,0.98826
0.57858,0.98837
0.58258,0.98847
0.58659,0.98858
0.59059,0.98869
0.59459,0.9888
0.5986,0.9889
0.6026,0.98901
0.60661,0.98912
0.61061,0.98923
0.61461,0.98933
0.61862,0.98943
0.62262,0.98954
0.62663,0.98965
0.63063,0.98975
0.63463,0.98985
0.63864,0.98996
0.64264,0.99006
0.64665,0.99017
0.65065,0.99027
0.65465,0.99037
0.65866,0.99048
0.66266,0.99058
0.66667,0.99068
0.67067,0.99078
0.67467,0.99088
0.67868,0.99097
0.68268,0.99107
0.68669,0.99117
0.69069,0.99127
0.69469,0.99136
0.6987,0.99146
0.7027,0.99155
0.70671,0.99164
0.71071,0.99173
0.71471,0.99183
0.71872,0.99192
0.72272,0.992
0.72673,0.99209
0.73073,0.99218
0.73473,0.99226
0.73874,0.99235
0.74274,0.99243
0.74675,0.99252
0.75075,0.99259
0.75475,0.99267
0.75876,0.99275
0.76276,0.99283
0.76677,0.99291
0.77077,0.99298
0.77477,0.99305
0.77878,0.99312
0.78278,0.99319
0.78679,0.99326
0.79079,0.99333
0.79479,0.99339
0.7988,0.99345
0.8028,0.99352
0.80681,0.99358
0.81081,0.99364
0.81481,0.9937
0.81882,0.99376
0.82282,0.99382
0.82683,0.99387
0.83083,0.99393
0.83483,0.99399
0.83884,0.99404
0.84284,0.99409
0.84685,0.99415
0.85085,0.9942
0.85485,0.99425
0.85886,0.9943
0.86286,0.99435
0.86687,0.9944
0.87087,0.99444
0.87487,0.99449
0.87888,0.99453
0.88288,0.99458
0.88689,0.99462
0.89089,0.99466
0.89489,0.9947
0.8989,0.99474
0.9029,0.99478
0.90691,0.99482
0.91091,0.99485
0.91491,0.99489
0.91892,0.99492
0.92292,0.99495
0.92693,0.99498
0.93093,0.99502
0.93493,0.99504
0.93894,0.99507
0.94294,0.9951
0.94695,0.99513
0.95095,0.99515
0.95495,0.99518
0.95896,0.9952
0.96296,0.99522
0.96697,0.99524
0.97097,0.99527
0.97497,0.99529
0.97898,0.99531
0.98298,0.99533
0.98699,0.99535
0.99099,0.99537
0.99499,0.99539
0.999,0.99541
1.003,0.99543
1.007,0.99545
1.011,0.99547
1.015,0.99549
1.019,0.99551
1.023,0.99553
1.027,0.99555
1.031,0.99556
1.035,0.99558
1.039,0.9956
1.043,0.99561
1.047,0.99563
1.0511,0.99564
1.0551,0.99566
1.0591,0.99567
1.0631,0.99568
1.0671,0.9957
1.0711,0.99571
1.0751,0.99572
1.0791,0.99574
1.0831,0.99575
1.0871,0.99576
1.0911,0.99577
1.0951,0.99578
1.0991,0.99579
1.1031,0.9958
1.1071,0.99582
1.1111,0.99582
1.1151,0.99583
1.1191,0.99584
1.1231,0.99585
1.1271,0.99586
1.1311,0.99587
1.1351,0.99588
1.1391,0.99589
1.1431,0.9959
1.1471,0.99591
1.1512,0.99591
1.1552,0.99592
1.1592,0.99593
1.1632,0.99594
1.1672,0.99594
1.1712,0.99595
1.1752,0.99595
1.1792,0.99596
1.1832,0.99597
1.1872,0.99597
1.1912,0.99598
1.1952,0.99598
1.1992,0.99599
1.2032,0.99599
1.2072,0.996
1.2112,0.996
1.2152,0.99601
1.2192,0.99601
1.2232,0.99602
1.2272,0.99602
1.2312,0.99603
1.2352,0.99603
1.2392,0.99603
1.2432,0.99604
1.2472,0.99604
1.2513,0.99605
1.2553,0.99605
1.2593,0.99605
1.2633,0.99606
1.2673,0.99606
1.2713,0.99606
1.2753,0.99607
1.2793,0.99607
1.2833,0.99607
1.2873,0.99608
1.2913,0.99608
1.2953,0.99608
1.2993,0.99609
1.3033,0.99609
1.3073,0.99609
1.3113,0.9961
1.3153,0.9961
1.3193,0.9961
1.3233,0.9961
1.3273,0.99611
1.3313,0.99611
1.3353,0.99611
1.3393,0.99612
1.3433,0.99612
1.3473,0.99612
1.3514,0.99613
1.3554,0.99613
1.3594,0.99613
1.3634,0.99613
1.3674,0.99614
1.3714,0.99614
1.3754,0.99614
1.3794,0.99615
1.3834,0.99615
1.3874,0.99615
1.3914,0.99615
1.3954,0.99616
1.3994,0.99616
1.4034,0.99616
1.4074,0.99617
1.4114,0.99617
1.4154,0.99617
1.4194,0.99617
1.4234,0.99618
1.4274,0.99618
1.4314,0.99618
1.4354,0.99619
1.4394,0.99619
1.4434,0.99619
1.4474,0.99619
1.4515,0.9962
1.4555,0.9962
1.4595,0.9962
1.4635,0.99621
1.4675,0.99621
1.4715,0.99621
1.4755,0.99621
1.4795,0.99622
1.4835,0.99622
1.4875,0.99622
1.4915,0.99623
1.4955,0.99623
1.4995,0.99623
1.5035,0.99623
1.5075,0.99624
1.5115,0.99624
1.5155,0.99624
1.5195,0.99625
1.5235,0.99625
1.5275,0.99625
1.5315,0.99626
1.5355,0.99626
1.5395,0.99626
1.5435,0.99626
1.5475,0.99627
1.5516,0.99627
1.5556,0.99627
1.5596,0.99628
1.5636,0.99628
1.5676,0.99628
1.5716,0.99629
1.5756,0.99629
1.5796,0.99629
1.5836,0.9963
1.5876,0.9963
1.5916,0.9963
1.5956,0.9963
1.5996,0.99631
1.6036,0.99631
1.6076,0.99631
1.6116,0.99632
1.6156,0.99632
1.6196,0.99632
1.6236,0.99633
1.6276,0.99633
1.6316,0.99633
1.6356,0.99634
1.6396,0.99634
1.6436,0.99634
1.6476,0.99635
1.6517,0.99635
1.6557,0.99635
1.6597,0.99636
1.6637,0.99636
1.6677,0.99636
1.6717,0.99637
1.6757,0.99637
1.6797,0.99637
1.6837,0.99638
1.6877,0.99638
1.6917,0.99638
1.6957,0.99639
1.6997,0.99639
1.7037,0.99639
1.7077,0.9964
1.7117,0.9964
1.7157,0.9964
1.7197,0.99641
1.7237,0.99641
1.7277,0.99641
1.7317,0.99642
1.7357,0.99642
1.7397,0.99642
1.7437,0.99643
1.7477,0.99643
1.7518,0.99644
1.7558,0.99644
1.7598,0.99644
1.7638,0.99645
1.7678,0.99645
1.7718,0.99645
1.7758,0.99646
1.7798,0.99646
1.7838,0.99646
1.7878,0.99647
1.7918,0.99647
1.7958,0.99647
1.7998,0.99648
1.8038,0.99648
1.8078,0.99648
1.8118,0.99649
1.8158,0.99649
1.8198,0.9965
1.8238,0.9965
1.8278,0.9965
1.8318,0.99651
1.8358,0.99651
1.8398,0.99651
1.8438,0.99652
1.8478,0.99652
1.8519,0.99653
1.8559,0.99653
1.8599,0.99653
1.8639,0.99654
1.8679,0.99654
1.8719,0.99654
1.8759,0.99655
1.8799,0.99655
1.8839,0.99655
1.8879,0.99656
1.8919,0.99656
1.8959,0.99657
1.8999,0.99657
1.9039,0.99657
1.9079,0.99658
1.9119,0.99658
1.9159,0.99659
1.9199,0.99659
1.9239,0.99659
1.9279,0.9966
1.9319,0.9966
1.9359,0.9966
1.9399,0.99661
1.9439,0.99661
1.9479,0.99662
1.952,0.99662
1.956,0.99662
1.96,0.99663
1.964,0.99663
1.968,0.99664
1.972,0.99664
1.976,0.99664
1.98,0.99665
1.984,0.99665
1.988,0.99665
1.992,0.99666
1.996,0.99666
2,0.99667
